year,from,to,count
2021,Currency_symbol,Ancient_Roman_units_of_measurement,104
2021,Code_point,Bit,63
2021,Bell_101_modem,ASCII,27
2021,Obelus,English-speaking_world,24
2021,Data_analysis_expressions,Programming_language,11
2021,Comma,Smalltalk,17
2021,Domain_Name_System,Unicode,11
2021,Compile_time,Programming_language,10
2021,Unicode,List_of_Egyptian_hieroglyphs,59
2021,Exclamation_mark,Linear_logic,24
2021,Helvetica,Typography,34
2021,Objects_in_the_Rear_View_Mirror_May_Appear_Closer_Than_They_Are,Bracket,31
2021,Unicode_font,Code_point,76
2021,Exclamation_mark,Hungarian_language,25
2021,Tilde,Underscore,12
2021,Character_(computing),Computer_network,11
2021,Home_computer,Typewriter,40
2021,Domain_name,ASCII,27
2021,ASCII,P,66
2021,German_keyboard_layout,Guillemet,35
2021,Error_code,Programming_language,22
2021,Macron_(diacritic),Hyphen,32
2021,Document,White_paper,53
2021,List_of_postage_stamps_of_India,Typography,12
2021,Slash_(punctuation),He_(pronoun),10
2021,Ditto_mark,Interrobang,10
2021,Blackboard_bold,Typography,50
2021,Currency_symbol,CFA_franc,34
2021,Unicode,Cypro-Minoan_syllabary,187
2021,Claudian_letters,Unicode,12
2021,Argentine_austral,Currency_symbol,17
2021,List_of_typographic_features,Ligature_(writing),11
2021,Ampersand,Latin_alphabet,21
2021,Bracket,Grapheme,26
2021,Om,Unicode,10
2020,Bracket,The_Sound_and_the_Fury,100
2020,Typesetting,List_of_typographic_features,37
2020,Project_Gutenberg,ASCII,160
2020,ASCII,36-bit_computing,128
2020,Command-line_interface,Rexx,64
2020,Command-line_interface,Computer_program,21
2020,Cartesian_coordinate_system,Bracket,49
2020,Network_management,Command-line_interface,95
2020,Tilde,Pharyngealization,10
2020,Question_mark,Lushootseed,21
2020,Unicode,Gurmukhi,176
2020,Firefox,Copyleft,73
2020,ASCII,GNU_Compiler_Collection,81
2020,Programming_language,Goto,81
2020,Command-line_interface,Wrapper_function,38
2020,Command-line_interface,MIT_Computation_Center,11
2020,Slash_(punctuation),Sarcasm,20
2020,Semicolon,Pascal_(programming_language),62
2020,Guillemet,Shibboleth,226
2020,Section_sign,Copyleft,33
2020,Programming_language,Aspect-oriented_programming,40
2020,Character_(computing),Groupe_Bull,32
2020,Guillemet,The_Des_Moines_Register,46
2020,Bracket,Orthography,10
2020,ASCII,Code_page_949_(IBM),126
2020,Copyright_symbol,Exclamation_mark,173
2020,Document,Manifest_(transportation),69
2020,Document,Bill_of_lading,10
2020,Abugida,Syllable,10
2020,Random_password_generator,ASCII,32
2020,Unicode,Geʽez_script,178
2020,At_sign,BBN_Technologies,74
2020,Glyph,Icelandic_language,21
2020,Unicode,Dominoes,91
2020,Asterisk,Sustain_pedal,40
2020,Copyleft,Linux_Journal,381
2020,Programming_language,Type_theory,90
2020,Unicode,Yi_script,94
2020,Unicode,Apple_Inc.,95
2020,ASCII,Code_page_932_(Microsoft_Windows),190
2020,General_Punctuation,Slash_(punctuation),10
2020,ASCII,EBCDIC_280,121
2020,VT100_encoding,Box-drawing_character,13
2020,YAML,Bracket,107
2020,Command-line_interface,Shebang_(Unix),52
2020,Bracket,Calcium_nitrate,11
2020,Glyph,Lorem_ipsum,31
2020,Scalable_Vector_Graphics,Glyph,272
2020,Glyph,Fraktur,24
2020,Infix_notation,Plus_and_minus_signs,44
2020,C_standard_library,Unicode,33
2020,Unicode,EBCDIC_1047,38
2020,Slash_(punctuation),Kingdom_of_France,27
2020,Bracket,Phonetic_transcription,15
2020,Glyph,Full_stop,29
2020,Glyph,Pagination,11
2020,Character_(computing),S&P_Global,33
2020,Unicode,Mac_OS_Cyrillic_encoding,80
2020,Internet,Document,311
2020,CBOR,Programming_language,73
2020,Tonne,Full_stop,21
2020,Glyph,Font_rasterization,21
2020,ASCII,TENEX_(operating_system),47
2020,Character_(computing),Hebrew_alphabet,68
2020,Command-line_interface,Glenda_Schroeder,46
2020,Colon_(punctuation),Luca_Serianni,101
2020,Asterisk,Fine_print,83
2020,Slash_(punctuation),United_States_dollar,10
2020,ASCII,EBCDIC_004,77
2020,Character_(computing),Webster's_Dictionary,36
2020,Command-line_interface,Presentation_Manager,45
2020,YAML,Hyphen,22
2020,Unicode,Byzantine_music,152
2020,Copyright_symbol,Ampersand,177
2020,ASCII,K,69
2020,ASCII,Multinational_Character_Set,95
2020,Apple_Color_Emoji,Unicode,12
2020,Code_page_437,Guillemet,56
2020,ASCII,EBCDIC_007,76
2020,Backslash,Pilcrow,11
2021,Data_Analysis_Expressions,Programming_language,12
2021,Quotation_mark,Right_single_quotation_mark,29
2021,Strawberry_Perl,Programming_language,10
2021,Exclamation_mark,Elliot_S._Maggin,23
2023,The_Apache_Software_Foundation,Copyleft,116
2023,Bitwarden,Command-line_interface,27
2023,Orthography,Glyph,10
2023,Laptop,QWERTY,51
2023,Typewriter,Lucien_Stephen_Crandall,17
2023,Dan_+_Shay,Ampersand,87
2023,Caesura,Comma,36
2023,Copyleft,Non-commercial_activity,10
2023,At_sign,Java_annotation,12
2023,24-hour_clock,Colon_(punctuation),10
2023,Digitization,Document,52
2023,CJK_Symbols_and_Punctuation,Dash,23
2023,Degree_symbol,Typography,180
2023,Stress_in_Spanish,Syllable,22
2023,Type,Typewriter,23
2023,At_sign,Afrikaans,10
2023,Interrobang,Jargon,74
2023,Object_Linking_and_Embedding,Document,11
2023,Refreshable_braille_display,QWERTY,10
2023,Unicode,Latin_Extended-F,33
2023,Interpunct,Latin_alphabet,99
2023,Eastern_Arabic_numerals,Unicode,21
2023,Western_Latin_character_sets_(computing),Inverted_question_and_exclamation_marks,47
2023,Request_for_Comments,ASCII,31
2023,Code_page_866,Box-drawing_character,10
2023,Ɛ̃fini,Tilde,10
2023,Asterisk,Viewdata,20
2023,Computer_keyboard,Asterisk,10
2023,Musl,Unicode,22
2023,Pollard_script,Unicode,15
2023,Interrobang,Dagger_(mark),12
2023,James_Parry,Signature_block,21
2023,Asterisk,Plus_and_minus_signs,24
2023,List_(abstract_data_type),Bracket,29
2023,Interrobang,Chess,32
2023,Teletype_Model_33,At_sign,31
2023,Ditto_mark,Unicode,14
2022,Usenet_personality,Exclamation_mark,11
2022,Incident_report,Document,27
2022,Evaluation_strategy,Programming_language,17
2022,Ornamental_Dingbats,Interrobang,14
2022,Typography,E._E._Cummings,11
2022,Letter_case,Punctuation,35
2022,Document,Page_layout,48
2022,Bracket,A_Dictionary_of_Modern_English_Usage,22
2022,Component_Object_Model,Programming_language,82
2022,Vietnamese_phonology,Syllable,11
2022,Dash,Copula_(linguistics),27
2022,Velarization,Dash,10
2022,Plus_and_minus_signs,ASCII,10
2022,CP/M,ASCII,10
2022,House_mark,Glyph,23
2022,Backslash,Manicule,11
2022,Punctuation,Languages_of_Europe,10
2022,Rc,Command-line_interface,47
2022,Multiple_inheritance,Programming_language,28
2022,Etiquette_in_technology,Signature_block,23
2022,Glossary_of_computer_science,ASCII,52
2022,QWERTY,Vertical_bar,52
2020,Microtypography,Glyph,10
2020,Tether_(cryptocurrency),Currency_symbol,10
2020,Escape_character,Character_(computing),67
2020,Uncomplicated_Firewall,Command-line_interface,10
2020,Kerning,Hyphen-minus,23
2020,Comparison_of_lightweight_web_browsers,Programming_language,10
2020,Syllable,Consistori_del_Gay_Saber,10
2020,Semicolon,Semicolon_(EP),34
2018,Radio_button,Unicode,26
2018,Youtube-dl,Command-line_interface,50
2018,FP_(programming_language),Programming_language,21
2018,Therefore_sign,Ditto_mark,10
2018,Currency_symbol,Rwandan_franc,51
2018,Ditto_mark,Vertical_bar,27
2018,Space_(punctuation),Comma,20
2018,Interoperability,ASCII,23
2018,Dingbat,Punctuation,33
2018,Enclosed_C,Unicode,20
2018,Software_design,Typography,21
2018,Microsoft_Windows,Command-line_interface,15
2018,SMS,Unicode,10
2018,Escape_character,Ampersand,40
2018,Tilde,Tone_(linguistics),13
2023,Unicode,Research_Libraries_Group,10
2023,Ampersand,Scottish_Gaelic,20
2023,Languages_of_Norway,QWERTY,21
2023,Jerusalem_cross,Unicode,13
2023,Syllable,Verbal_noun,10
2023,Guillemet,Ellipsis,10
2023,Exclamation_mark,Uniqueness_quantification,10
2023,Text_segmentation,Word_divider,21
2023,Proto-Germanic_language,Unicode,14
2023,Microdot,Typography,21
2020,Unicode,Sylheti_Nagri,50
2020,Unicode,KOI8-RU,13
2020,Unicode,EBCDIC_264,13
2020,Arabic_numerals,Typography,19
2020,Unicode,Philippines,14
2020,Unicode,EBCDIC_022,13
2020,Unicode,Sharp_MZ_character_set,13
2020,Unicode,Quotation_mark,16
2020,ASCII,Perso-Arabic_Script_Code_for_Information_Interchange,49
2020,Hyphen,Exclamation_mark,32
2020,Unicode,EBCDIC_260,13
2020,ASCII,KEIS,54
2020,Unicode,Core_Text,75
2020,Unicode,Parody,64
2020,Hyphen,Adverb,48
2020,Unicode,Python_(programming_language),20
2020,Unicode,Code_page_259,13
2020,ASCII,CDC_display_code,46
2020,ASCII,ISO-IR-169,53
2020,ASCII,EBCDIC_1069,54
2020,Unicode,Sogdian_alphabet,77
2020,Unicode,Morse_code,14
2020,Hyphen,Paragraph,11
2020,ASCII,JEF_codepage,44
2020,Colon_(punctuation),Data_element,33
2020,Eric_Idle,Programming_language,13
2020,Unicode,Code_page_903,13
2020,Unicode,Big5,23
2020,Punctuation_of_English,Bracket,384
2020,Unicode,Code_page_1288,13
2020,ASCII,ASMO_449,50
2020,Hyphen,Tittle,12
2020,Apostrophe,Shin'ichi,27
2020,Unicode,EBCDIC_288,13
2020,ASCII,Code_page_903,48
2020,Persian_alphabet,Unicode,24
2020,Unicode,Casio_calculator_character_sets,13
2020,Dash,Monospaced_font,100
2020,ASCII,Teletype_Corporation,67
2020,Unicode,Mattel_Aquarius_character_set,13
2020,ASCII,Code_page_1016,47
2020,Multiplication_sign,Obelus,107
2020,Punctuation_of_English,Hyphen,154
2020,ASCII,Commodore_International,59
2020,Computer_keyboard,Ampersand,10
2020,Unicode,ZX_Spectrum_character_set,13
2020,ASCII,Code_page_862,46
2020,Unicode,ISO/IEC_10367,13
2020,Unicode,EBCDIC_038,13
2020,Olivetti,Typewriter,56
2020,ASCII,OMS_encoding,54
2020,ASCII,KPS_9566,48
2020,Unicode,CWI-2,13
2020,Ellipsis,Punctuation,11
2020,Unicode,Code_page_867,13
2020,Semicolon,Sentence_(linguistics),35
2020,Hyphen,Julia_Louis-Dreyfus,52
2020,Hyphen,Bastille_Day,23
2020,Apostrophe,Bullet_(typography),12
2020,Colon_(punctuation),The_Chicago_Manual_of_Style,47
2020,Full_stop,Space_(punctuation),36
2020,Hyphen,Paren_space,11
2020,Colon_(punctuation),Hostname,24
2020,Unicode,Morse_code_for_non-Latin_alphabets,14
2020,Unicode,Wang_International_Standard_Code_for_Information_Interchange,14
2020,ASCII,Compucolor_II_character_set,54
2020,ASCII,KOI_character_encodings,47
2020,List_of_typographical_symbols,Copyleft,326
2020,ASCII,Hong_Kong_Supplementary_Character_Set,47
2020,Question_mark,Titlo,57
2020,Unicode,Dogri_language,24
2022,Bracket,Apostrophe,22
2022,Colon_(punctuation),Question_mark,25
2022,QWERTY,Insert_key,11
2022,Line_(poetry),Ellipsis,21
2022,The_House_of_the_Dead,QWERTY,11
2022,Tilde,Sine_wave,10
2022,Question_mark,Wildcard_character,22
2020,Document,Financial_statement,37
2020,Tilde,United_States,39
2020,English_in_computing,Unicode,10
2020,Phonetics,Syllable,11
2020,AUTOEXEC.BAT,Command-line_interface,20
2020,OpenOffice.org,Copyleft,31
2020,Tilde,Vietnamese_language,26
2019,Interrobang,Bitcoin,11
2019,Programming_language,Unix_shell,63
2019,American_and_British_English_pronunciation_differences,Unicode,11
2019,July_23,Typewriter,40
2019,Unicode,ISO_14651,11
2019,Triple_bar,Tilde,10
2019,Slime_Punk,Unicode,10
2019,Google_TV,QWERTY,12
2019,Fleuron_(typography),Slash_(punctuation),10
2019,Xkcd,Programming_language,11
2019,Space_(punctuation),Comma,23
2019,Parse_tree,Programming_language,10
2019,Out-of-band_management,Command-line_interface,47
2019,ASCII,Nibble,40
2018,QWERTY,Ø,15
2018,Exclamation_mark,Section_sign,62
2018,Communication_with_submarines,ASCII,22
2018,Quotation_mark,Section_sign,32
2018,Currency_symbol,Gibraltar_pound,10
2018,Control_key,Bracket,12
2018,Homininae,Dagger_(typography),10
2018,Wildcard_character,Question_mark,30
2018,Camel_case,Hyphen-minus,16
2018,QWERTY,Æ,26
2018,Windows-1252,Multiplication_sign,23
2018,Document,Privacy,22
2021,FASM,Copyleft,10
2021,Dutch_language,Syllable,11
2021,Allophone,Word_divider,10
2021,Parse_tree,Programming_language,11
2021,Proto-Germanic_language,Unicode,11
2021,List_of_Latin-script_letters,Tilde,12
2021,QWERTY,Chrome_OS,31
2020,Word_divider,Hiberno-Scottish_mission,11
2020,Box-drawing_character,Hyphen-minus,10
2020,Guillemet,American_English,10
2020,Null_character,Programming_language,21
2020,Typewriter,Azerbaijani_language,10
2020,Ditto_mark,Unicode,10
2020,Cent_(currency),Unicode,40
2022,Recursive_data_type,Programming_language,24
2022,June_23,Typewriter,159
2022,History_of_the_Spanish_language,Syllable,38
2022,Currency_symbol,Jersey_pound,23
2021,64_(number),Programming_language,10
2021,Asterisk,Caret,13
2021,Midpoint_(disambiguation),Interpunct,10
2021,Bosnia_and_Herzegovina_convertible_mark,Currency_symbol,13
2021,Keyboard_layout,Unicode,23
2021,File_system,Command-line_interface,10
2021,Ellipsis,Apostrophe,10
2021,IBM_PC_DOS,Command-line_interface,22
2021,Mill_(currency),Currency_symbol,10
2021,ASCII,CP/M,23
2018,Referential_transparency,Programming_language,10
2018,Exclamation_mark,Percent_sign,10
2018,Tittle,Typography,11
2018,Apostrophe,Declension,53
2018,Croatian_kuna,Currency_symbol,34
2018,Perl,Unicode,10
2018,Raptor_(programming_language),Programming_language,10
2018,Spanish_peseta,Currency_symbol,21
2018,Ellipsis,Service_mark_symbol,10
2018,Typewriter,Apple_IIc,11
2018,Comma,Currency,11
2018,Backslash,Ditto_mark,23
2018,Euro_sign,Unicode,12
2018,SD-WAN,Command-line_interface,11
2018,Hyphen-minus,Exclamation_mark,50
2021,Patna_Pirates,Hyphen-minus,15
2021,Unicode,Buhid_script,10
2021,Boilerplate_code,Programming_language,10
2021,Box-drawing_character,BBC_Micro,14
2021,Typewriter,Fahrenheit_451,10
2021,Languages_of_Sweden,QWERTY,23
2021,Khitan_small_script,Unicode,10
2021,Punctuation,Japanese_language,10
2021,Unicode,Ahom_script,13
2022,Colon_(punctuation),Bullet_(typography),32
2022,Regular_expression,Question_mark,26
2022,Bullet_(typography),Comma,22
2022,List_of_unsolved_problems_in_linguistics,Syllable,69
2022,Quotation_mark,German_language,10
2022,Hebrew_punctuation,Exclamation_mark,10
2022,East_Germany,Typewriter,11
2022,Marriage_license,Document,35
2022,Command-line_interface,VT100,10
2022,Legacy_of_Kain:_Soul_Reaver,Glyph,20
2022,Unicode_input,Dash,21
2022,Command-line_interface,DuckDuckGo,11
2018,Yale_romanization_of_Cantonese,Unicode,12
2018,Capitalization_in_English,Colon_(punctuation),11
2018,Command-line_interface,BBC_Micro,67
2018,Inverted_question_and_exclamation_marks,Catalan_language,33
2018,Full_stop,Degree_symbol,12
2018,Quaternion,Unicode,43
2018,Hentaigana,Unicode,36
2018,Guillemet,Bullet_(typography),25
2018,Bracket,Binomial_coefficient,25
2018,Guillemet,Ordinal_indicator,10
2018,Hourglass,Unicode,10
2018,Comma,Registered_trademark_symbol,25
2018,Shape_of_My_Heart_(Sting_song),Hyphen-minus,30
2018,Dash,Currency_symbol,10
2018,Tim_Hortons,Apostrophe,20
2018,Perl_6,Programming_language,25
2018,Multiplication_sign,Symbol,24
2018,Colon_(punctuation),Underscore,11
2018,Windows_Registry,Command-line_interface,12
2022,Punctuation,List_of_typographical_symbols_and_punctuation_marks,12
2022,Slash_(punctuation),Late_Latin,31
2022,Specification_language,Programming_language,31
2022,At_sign,Monkey,12
2022,Vox-ATypI_classification,Typography,12
2022,Apostrophe,Oxford_English_Dictionary,11
2022,Slash_(punctuation),Spanish_language,10
2022,At_sign,Sámi_languages,20
2022,Bracket,Formal_semantics_(natural_language),25
2022,Currency_symbol,Papua_New_Guinean_kina,14
2022,Bracket,Backslash,10
2022,Word_spacing,Interpunct,12
2022,Ordinal_indicator,Dash,25
2022,Asterisk,B_(programming_language),11
2022,2022_AFF_Championship,Dash,12
2022,8-bit_clean,Unicode,10
2022,Mickey_Mouse_Clubhouse,Question_mark,37
2023,Question_mark,Asterisk,11
2023,Punctuation,Song_dynasty,11
2023,Apostrophe,Space_(punctuation),31
2023,Plus_and_minus_signs,Asterisk,11
2023,Dual-tone_multi-frequency_signaling,Asterisk,22
2023,Kojo_(learning_environment),Programming_language,10
2023,Typography,Bi_Sheng,11
2023,Programming_language,Artificial_intelligence,21
2023,Lucida_Sans_Unicode,Charles_Bigelow_(type_designer),22
2018,Guillemet,Norwegian_language,11
2018,Diskpart,Command-line_interface,24
2018,Space_(punctuation),Quotation_mark,13
2018,Ditto_mark,Dash,12
2018,Colon_(punctuation),Space_(punctuation),11
2018,Clitic,Apostrophe,10
2018,Mavis_Beacon_Teaches_Typing,QWERTY,19
2018,Unicode,EBCDIC_019,10
2018,Tilde,Paraguayan_guaraní,14
2018,Denotational_semantics,Programming_language,30
2018,Obelus,Punctuation,32
2018,Hyphen,Whitespace_character,11
2018,Question_mark,Space_(punctuation),23
2018,Control_character,Programming_language,11
2018,Ditto_mark,Hyphen-minus,13
2018,UTF-8,Comma,21
2019,Apostrophe,Copyright_symbol,12
2019,Tilde,Registered_trademark_symbol,10
2019,Public_toilet,Unicode,10
2019,Date_and_time_notation_in_France,Slash_(punctuation),26
2019,Astrology_of_sect,Plus_and_minus_signs,10
2019,Irony_punctuation,Apostrophe,39
2019,Semicolon,Dangling_else,21
2019,Sigma,Syllable,10
2019,Typewriter,Richard_Brautigan,10
2023,Syllable,Greek_language,13
2023,MacOS_Ventura,Code_point,10
2023,Recursive_data_type,Programming_language,10
2023,Asterism_(typography),Punctuation,20
2020,Howdy,Exclamation_mark,23
2020,Graphic_communication,Typography,11
2020,Baseline_(typography),Glyph,10
2020,Slash_(punctuation),Allophone,10
2020,Bracket,Tuple,11
2020,Asterisk,Mark_Goodson,23
2020,Full_stop,Hindi,29
2020,Tilde,Allomorph,27
2020,Apostrophe,Tilde,26
2020,Plus_and_minus_signs,Real_number,49
2020,Plus_and_minus_signs,APL_(programming_language),26
2020,Group_Policy,Command-line_interface,11
2020,Italic_type,Asterisk,11
2019,ISO/IEC_8859-13,Interpunct,16
2019,Request_for_Comments,ASCII,25
2019,Speech_and_language_impairment,Syllable,11
2019,Donald_Knuth,Programming_language,10
2019,Diaeresis_(diacritic),List_of_logic_symbols,25
2019,Telephone_number,Asterisk,11
2019,Chinese_punctuation,Colon_(punctuation),12
2019,Icelandic_króna,Currency_symbol,40
2019,Ruble_sign,List_of_logic_symbols,10
2019,Unicode,Typeface,10
2019,ISO/IEC_8859,Semicolon,16
2020,Semicolon,Paul_Collins_(American_writer),24
2020,At_sign,Endohedral_fullerene,15
2020,Semicolon,Inverted_question_and_exclamation_marks,13
2020,Console_(video_game_CLI),Command-line_interface,14
2020,QWERTY,CSC_–_IT_Center_for_Science,21
2020,Unicode,Sic,13
2020,Lucida_Sans_Unicode,Cyrillic_script,15
2020,Semicolon,Matthew_2:1,27
2020,Comma,Bracket,23
2020,Dagger_(typography),Division_sign,78
2020,ATASCII,ASCII,27
2020,Compiler-compiler,Programming_language,10
2020,Braille,Full_stop,11
2020,Document,Draft_document,13
2020,Apostrophe,Crag_and_tail,119
2020,Punctuation,At_sign,14
2020,Donald_Knuth,Programming_language,11
2020,Rebol,Quotation_mark,11
2020,ISO_2047,Plus_and_minus_signs,15
2020,Hyphen,Irony_punctuation,10
2020,ASCII,Amstrad_CPC_character_set,10
2020,Features_new_to_Windows_8,Command-line_interface,10
2020,Jamaican_dollar,Currency_symbol,14
2020,Language_binding,Programming_language,10
2021,BBCode,Bracket,11
2021,Bracket,Set_theory,10
2021,Indirect_speech,Quotation_mark,11
2021,Phoneme,Unicode,52
2021,Snowflake,Unicode,37
2022,List_of_typographic_features,Swash_(typography),10
2022,Backslash,Scientific_notation,12
2022,Variable-width_encoding,Unicode,10
2022,Page_layout,Typography,11
2022,The_Andromeda_Strain_(miniseries),ASCII,10
2018,User_interface,Programming_language,11
2018,Apple_Advanced_Typography,List_of_typographic_features,11
2018,Decision_table,Programming_language,21
2018,Hyphen,Service_mark_symbol,16
2018,Asterisk,Pound_sign,12
2018,ISO/IEC_8859-3,Bracket,10
2018,QWERTY,Slovakia,10
2018,Bracket,Euro_sign,10
2018,Prakruti_Mishra,Hyphen-minus,11
2022,Ellipsis,At_sign,83
2022,Posting_style,Signature_block,13
2022,Slash_(punctuation),Long_s,16
2022,Proper_name_mark,Interpunct,11
2022,Typography,Advertising,10
2018,Colon_(punctuation),ASCII,16
2018,At_sign,Philippine_peso_sign,22
2018,Pound_sign,List_of_logic_symbols,12
2018,Clipper_(programming_language),Programming_language,10
2018,Googlebot,Document,10
2018,Naming_convention_(programming),Hyphen,14
2018,Guillemet,Unified_Modeling_Language,11
2018,YAML,At_sign,14
2018,Word_divider,Latin_alphabet,10
2023,Unown,Exclamation_mark,12
2023,Bracket,Leiden_Conventions,13
2023,Dash,TeX,21
2023,Apple_Color_Emoji,Unicode,11
2023,Typewriter,Font,13
2023,Nüshu,Syllable,11
2023,Friden_Flexowriter,Typewriter,10
2023,Currency_symbol,Piastre,10
2018,Typography,Modern_C++_Design,11
2018,"Hasta_la_vista,_baby",Comma,20
2018,Code_point,Unicode_collation_algorithm,13
2018,Exclamation_mark,Backslash,11
2018,AZERTY,Typewriter,12
2018,Moominvalley_(TV_series),Question_mark,12
2018,Mathematical_Operators,Ellipsis,11
2018,Perkins_Brailler,Typewriter,10
2018,Triple_bar,Bracket,15
2018,Pilcrow,Full_stop,12
2023,Apostrophe,Hamza,10
2023,Asterisk,Hyphen-minus,14
2023,Usenet,ASCII,11
2023,ASCII,Octet_(computing),12
2023,5000_(number),Unicode,10
2023,Plus_and_minus_signs,Exponentiation,17
2023,Network_switch,Command-line_interface,10
2023,Unicode,Ogham,11
2023,Arial_Unicode_MS,Typography,11
2023,Full_stop,Guardian_Media_Group,14
2019,File_system,Command-line_interface,10
2019,Comparison_of_Pascal_and_C,Programming_language,11
2019,Unicode,Code_page_1010,10
2019,Comparison_of_programming_languages_(syntax),Hyphen,14
2019,Unicode,EBCDIC_020,10
2019,Chinese_characters,Unicode,10
2019,Unicode,EBCDIC_880,10
2019,Unicode_character_property,Soft_hyphen,14
2019,Unicode,Code_page_896,10
2019,Burroughs_Corporation,Typewriter,10
2019,Unicode,MIK_(character_set),10
2019,Unicode,Windows-1257,13
2019,Unicode,Mac_OS_Armenian,11
2019,Apostrophe,Lozenge,12
2019,Shekel_sign,Interrobang,18
2019,Unicode,EBCDIC_264,10
2019,Unicode,ELOT_927,10
2019,Unicode,Windows-1255,10
2019,Prakruti_Mishra,Hyphen-minus,10
2019,Unicode,Casio_calculator_character_sets,11
2019,List_of_XML_and_HTML_character_entity_references,Inverted_question_and_exclamation_marks,10
2019,Unicode,EBCDIC_321,10
2019,Asterisk,Underscore,11
2019,Unicode,CDC_display_code,10
2019,Unicode,EBCDIC_251,10
2019,Unicode,EBCDIC_034,10
2019,At_sign,Crown_of_Castile,14
2019,Typography,IF_Product_Design_Award,10
2019,Non-printing_character_in_word_processors,Hyphen,12
2019,Copyleft,Shared_Source_Initiative,16
2019,Bilabial_trill,Glyph,12
2019,Romanian_Communist_Party,Typewriter,17
2019,Joseph_B._Foraker,Typewriter,47
2019,Document,Sumer,11
2019,Typography,Architectural_design_competition,10
2019,Spanish_orthography,At_sign,17
2019,Numerical_digit,Glyph,12
2019,MSX,ASCII,51
2019,QWERTY,August_Dvorak,29
2019,Windows_98,Unicode,10
2019,Numeric_keypad,QWERTY,10
2019,Gardiner's_sign_list,Unicode,12
2019,Sarcasm,Exclamation_mark,12
2021,Hawaiian_phonology,Syllable,12
2021,Comparison_of_Internet_Relay_Chat_clients,Programming_language,10
2021,Oberon_(operating_system),Command-line_interface,10
2021,Hyphenation_algorithm,Hyphen,14
2021,Typeface_anatomy,Hyphen-minus,10
2021,Flag_semaphore,Code_point,10
2023,John_McCaffary_House,Typewriter,36
2019,Tab_key,Hyphen-minus,125
2019,Emphasis_(typography),Hyphen-minus,136
2019,Typography,List_of_type_designers,669
2019,Smith_Corona,Typewriter,390
2019,South_African_rand,Currency_symbol,304
2019,Android_(operating_system),Command-line_interface,38
2019,Unicode,Outlook.com,185
2019,ASCII,Charset_detection,240
2019,Pilcrow,Dagger_(typography),566
2019,Unicode,Dž,274
2019,Syllable,Upper_Arrernte_language,53
2019,Apache_License,Copyleft,2096
2019,ASCII,Code_page_668,247
2019,Interpunct,Comma,420
2019,Semicolon,Vertical_bar,141
2019,Box-drawing_character,Code_page_850,189
2019,Fraktur,Unicode,301
2019,Playing_cards_in_Unicode,Unicode,362
2019,Document,Bank_statement,566
2019,Copyleft,Mail_art,1128
2019,Programming_language,Colossus_computer,2086
2019,Programming_language,Definite_assignment_analysis,235
2019,ASCII,C,213
2019,Hostname,ASCII,226
2019,OSI_model,ASCII,325
2019,Fourteen-segment_display,ASCII,149
2019,Programming_language,PostScript,444
2019,Exclamation_mark,Click_consonant,852
2019,Unicode,Superscripts_and_Subscripts,191
2019,Colon_(punctuation),JSON,85
2019,Punctuation_of_English,Exclamation_mark,224
2019,Copyright_symbol,List_of_logic_symbols,613
2019,Programming_language,Ferranti_Mercury,237
2019,ASCII,EBCDIC_280,497
2019,Syllable,International_Phonetic_Alphabet,981
2019,The_Times_(disambiguation),Multiplication_sign,132
2019,ASCII,ISO/IEC_8859-15,381
2019,QWERTY,W,539
2019,ASCII,Alt_code,1616
2019,Dash,Dash_(disambiguation),7524
2019,***,Asterisk,199
2019,Unicode,Old_Italic_script,179
2019,Box-drawing_character,MouseText,937
2019,Programming_language,John_Backus,303
2019,ASCII,ISO/IEC_8859-11,876
2019,Unicode,Font_substitution,293
2019,Programming_language,Pipeline_(software),109
2019,Full_stop,Working_directory,101
2019,Text-based_user_interface,Command-line_interface,1342
2019,Currency_symbol,Mongolian_tögrög,781
2019,Character_(computing),Plain_text,101
2019,Pound_sign,Copyleft,195
2019,Zlib_License,Copyleft,231
2019,Multiplication_sign,Rotational_symmetry,1073
2019,Elixir_(programming_language),Programming_language,195
2019,Microsoft_Azure,Programming_language,1127
2019,Interrobang,Chess_annotation_symbols,786
2019,Ukrainian_alphabet,Apostrophe,116
2019,Plus_and_minus_signs,Apostrophe,77
2019,Unicode,Star_(classification),363
2019,English_orthography,Syllable,57
2019,Plus_and_minus_signs,Negative_number,129
2019,Unicode,Malayalam_script,122
2019,Backlash,Backslash,238
2019,At_sign,Caret,787
2019,Writing_system,Ampersand,300
2019,Character_(computing),Regular_expression,56
2019,List_of_Unicode_characters,Underscore,298
2019,Oblique,Slash_(punctuation),383
2019,Interrobang,Reference_mark,870
2019,Glyph,ß,368
2019,Punctuation,Numero_sign,187
2019,Unicode,Latin_Extended-B,1032
2019,List_of_Unicode_characters,Guillemet,540
2019,Pdftotext,Command-line_interface,290
2019,Remote_Shell,Command-line_interface,336
2019,Anaconda_(Python_distribution),Command-line_interface,145
2019,ASCII,EBCDIC,826
2019,Copyleft,Free_software,1498
2019,Document,Invoice,191
2019,Reference_mark,Dagger_(typography),392
2019,ASCII,Mac_OS_Inuit,247
2019,Typewriter,Space-cadet_keyboard,170
2019,Hyphen,Textual_criticism,123
2019,Ampersand,Diacritic,78
2019,Hyphen,Henry_Liddell,92
