file,url,toClicksLink,toClicksExternal,toClicksOther,toClicks,fromClicks
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Burt_Reynolds,69088,175400,1635,246123,115044
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,David_Beckham,42726,182239,1015,225980,84461
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,List_of_highest-grossing_Indian_films,653882,1766333,5263,2425478,931838
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,The_Lion_King_(2019_film),54283,53753,464,108500,43282
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Naomi_Osaka,13671,48328,237,62236,16664
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Jeffrey_Epstein,45625,227695,2166,275486,119706
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Ant-Man_and_the_Wasp:_Quantumania,678259,3403219,113076,4194554,2447510
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Mortal_Kombat_(2021_film),18179,60163,862,79204,70879
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,J._Robert_Oppenheimer,56204,173054,577,229835,78796
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,"Meghan,_Duchess_of_Sussex",74617,289580,2575,366772,192051
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Henry_V_of_England,73668,88124,344,162136,112933
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Google_logo,1931,16766,12,18709,1498
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,K.G.F:_Chapter_2,68106,252479,1139,321724,81931
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,2020_United_States_presidential_election,120863,141289,3710,265862,279607
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Aretha_Franklin,30852,194826,1195,226873,96114
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Coronavirus,5554,30516,712,36782,11070
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,2016_United_States_presidential_election,89683,55072,827,145582,133443
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Bridgerton,34316,119135,1994,155445,117724
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Lionel_Messi,130154,1062296,8456,1200906,248947
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Amber_Heard,66019,161242,914,228175,90770
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Fantastic_Beasts:_The_Crimes_of_Grindelwald,48818,50050,653,99521,51055
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Joe_Biden,203912,608638,9891,822441,367636
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,RRR_(film),104714,470585,5408,580707,296006
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Barbie_(film),71026,59647,966,131639,83287
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,NATO,68336,212494,5731,286561,136212
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Alexander_Hamilton,61491,190851,1413,253755,146714
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Laal_Singh_Chaddha,30645,67176,297,98118,31768
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Shakira,41930,432212,3303,477445,201676
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Crazy_Rich_Asians_(film),30303,78529,1192,110024,98785
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Adipurush,50490,62138,198,112826,53417
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,House_of_the_Dragon,43444,248687,5899,298030,176535
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Stranger_Things_(season_4),25228,83836,991,110055,62586
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,George_VI,262877,116735,2680,382292,271008
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,"Diana,_Princess_of_Wales",120651,292445,2484,415580,228806
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Cristiano_Ronaldo,139255,1587520,8669,1735444,334547
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Vikram_(2022_film),70009,176462,610,247081,112686
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,2022_FIFA_World_Cup,141832,357841,4041,503714,272475
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Matthew_Perry,46526,151168,1223,198917,98248
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,List_of_James_Bond_films,71736,361332,1935,435003,289557
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Glass_(2019_film),81374,80397,439,162210,48083
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,William_Murdoch,589,1367,60,2016,310
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Lance_Reddick,41779,46872,206,88857,19253
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Tenet_(film),46201,99582,1113,146896,73854
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Asia_Cup,2503,25952,102,28557,14948
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Gaza_Strip,22731,51122,678,74531,30317
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,The_Sandman_(TV_series),34469,101123,1542,137134,90171
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,The_Haunting_of_Bly_Manor,19550,37118,323,56991,27201
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Squid_Game,16930,139164,2502,158596,66495
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Venom_(2018_film),11934,50857,440,63231,23251
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Ruth_Bader_Ginsburg,15710,84721,591,101022,35827
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,1917_(2019_film),18351,61440,1230,81021,38008
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Sushant_Singh_Rajput,19736,89337,250,109323,52067
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Bob_Saget,22966,81817,600,105383,20129
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Game_of_Thrones,80278,237385,5278,322941,184266
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Israel,89569,270838,5653,366060,191962
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,HTTP_cookie,2154,300772,118,303044,14994
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Qasem_Soleimani,11075,21715,99,32889,18839
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Mulan_(2020_film),15463,42527,432,58422,29252
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Deion_Sanders,27509,165762,818,194089,49897
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Everything_Everywhere_All_at_Once,178890,775734,13023,967647,505218
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Christopher_Scarver,70986,36587,33,107606,34102
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,2023_Indian_Premier_League,26306,146053,507,172866,74893
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,YouTube,135724,2603208,10133,2749065,168022
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Lists_of_deaths_by_year,2945,297337,1656,301938,333386
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,2023_Cricket_World_Cup,35164,301095,238,336497,73869
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Black_Panther:_Wakanda_Forever,269645,1589686,27669,1887000,1605473
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Kate_Spade,26148,61940,309,88397,34426
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Ukraine,113837,425981,13290,553108,261328
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Michael_Jordan,156481,935072,7870,1099423,310505
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Keanu_Reeves,81138,525119,2945,609202,371384
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Brett_Kavanaugh,14201,20118,139,34458,12546
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Priyanka_Chopra,100220,292384,712,393316,147760
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,2020_Summer_Olympics,38574,39282,1163,79019,67393
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,The_Matrix_Resurrections,55216,61994,979,118189,55262
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Indian_Premier_League,22842,133154,1415,157411,90276
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,COVID-19_pandemic,83643,194852,8104,286599,90876
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Dennis_Nilsen,6799,41246,254,48299,11639
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Greta_Thunberg,14086,220624,1518,236228,54837
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Cameron_Boyce,21359,197133,551,219043,53294
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Afghanistan,108241,192277,3663,304181,214281
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Watts_family_murders,5899,123628,287,129814,33888
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Elizabeth_II,306341,493128,9519,808988,532764
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Brie_Larson,85156,169001,1669,255826,106978
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Betty_White,38715,108053,902,147670,37309
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Luke_Perry,31944,107018,464,139426,56100
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Jurassic_World_Dominion,62609,134895,2723,200227,143794
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,The_Suicide_Squad_(film),68626,74375,1039,144040,81376
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Joker_(2019_film),51878,134697,2010,188585,91372
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Kenosha_unrest_shooting,11214,37744,66,49024,10248
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,The_Irishman,45061,87401,1351,133813,108352
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Us_(2019_film),26862,78331,512,105705,31165
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,No_Time_to_Die,85716,115657,1751,203124,114751
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2023-02.tsv.gz,Antifa_(United_States),7408,49843,200,57451,10539
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Jenna_Ortega,6832,31437,260,38529,4874
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Central_Park_jogger_case,3632,32721,262,36615,4158
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Hamilton_(musical),29285,292335,1579,323199,149755
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Game_of_Thrones_(season_8),53613,400163,1200,454976,130102
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Wonder_Woman_1984,86688,81681,1145,169514,102051
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Aaron_Carter,13730,39111,226,53067,14365
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Spanish_flu,15402,76719,745,92866,7047
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Darth_Vader,20793,2419482,672,2440947,44588
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Brie_Larson,110348,155762,1445,267555,96861
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Alexander_Hamilton,59991,295313,1770,357074,141693
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Sridevi,25808,202642,1040,229490,51535
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Line_shaft,463,2247,18,2728,186
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Cardi_B,83815,1164298,10253,1258366,377044
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Notre-Dame_de_Paris,8094,80938,349,89381,14152
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Roe_v._Wade,14024,290243,1613,305880,61325
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,State_of_Palestine,40254,83856,178,124288,50487
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Tina_Turner,13997,229401,1709,245107,52776
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Eddie_Van_Halen,29903,55449,375,85727,33601
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Afghanistan,39509,146939,1793,188241,123211
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,List_of_most_popular_websites,17837,125690,127,143654,52873
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,YouTube,91118,557820,7378,656316,105544
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Manti_Te'o,2133,10251,37,12421,365
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Burt_Reynolds,37739,162013,1302,201054,66828
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,"Diana,_Princess_of_Wales",135300,397691,2613,535604,292161
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Puneeth_Rajkumar,7987,21445,56,29488,12521
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Simple_Mail_Transfer_Protocol,4480,38162,161,42803,5401
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Kamala_Harris,16061,136248,1042,153351,45541
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Charles_Sobhraj,2752,19743,42,22537,3115
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,2018_Winter_Olympics,30539,70878,771,102188,39281
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,FIFA_World_Cup,653540,3194742,46530,3894812,2771914
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Dark_Phoenix_(film),140372,86276,594,227242,144302
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Bonnie_and_Clyde,12890,150051,914,163855,31552
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,QAnon,2655,98477,476,101608,16761
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Avengers:_Infinity_War,444451,2301003,55701,2801155,1364207
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,IPv4,11002,45179,146,56327,10508
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Meghan_Markle,85393,794627,5745,885765,319671
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,A_Star_Is_Born_(2018_film),50313,403457,2905,456675,207636
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Black_Panther_(film),130567,589034,11245,730846,481298
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Royal_Rumble_(2018),14433,37476,192,52101,23278
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Grover,1148,6168,37,7353,1179
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Atal_Bihari_Vajpayee,26003,363417,456,389876,53418
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Death_of_Elisa_Lam,8272,66979,237,75488,17097
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Salman_Rushdie,19772,65723,416,85911,35015
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Murder_of_Dee_Dee_Blanchard,3735,43402,74,47211,7928
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Jason_Momoa,75707,358962,1547,436216,158755
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Microsoft_Office,8360,83415,571,92346,20721
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,George_VI,409777,378442,1108,789327,515235
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Adele,17463,150412,2029,169904,47736
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Cricket_World_Cup,8819,108935,896,118650,61675
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Elon_Musk,95004,699766,5457,800227,390594
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Anne_Heche,24860,41933,201,66994,17710
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Keanu_Reeves,60012,397876,2839,460727,235892
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,HTTP_cookie,5150,428411,170,433731,29534
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Aquaman_(film),93402,99467,2323,195192,125949
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,DMX_(rapper),11883,80386,430,92699,31842
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Glass_(2019_film),91007,106702,298,198007,106985
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,A_Quiet_Place_(film),51651,585190,7478,644319,184761
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Aaron_Hernandez,8370,108794,446,117610,28869
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,2018_FIFA_World_Cup,1900328,11199916,45189,13145433,5727654
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Dennis_Nilsen,4043,29369,357,33769,5809
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Cleopatra,36927,192211,1957,231095,84822
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Juneteenth,5852,1078758,12568,1097178,85489
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,2018_Asian_Games,15862,101850,588,118300,53892
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Media,58,18946,595,19599,3146
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,The_Weeknd,36671,140454,2762,179887,64649
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Indian_Premier_League,10112,68752,104,78968,29556
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Naya_Rivera,29896,42054,122,72072,12892
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Deaths_in_2018,1202549,2078438,8839,3289826,1758842
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Luke_Perry,27401,52331,331,80063,11883
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Sylvester_Stallone,92047,428546,2706,523299,281030
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Mac_Miller,70079,96360,802,167241,31708
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,George_H._W._Bush,95505,157025,1348,253878,121098
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,2.0_(film),46553,170231,3042,219826,61718
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Khabib_Nurmagomedov,21416,85122,667,107205,41708
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Area_51,11967,187880,25563,225410,66657
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-06.tsv.gz,Cecil_Hotel_(Los_Angeles),4190,17172,24,21386,6985
