file,url,toClicksLink,toClicksExternal,toClicksOther,toClicks,fromClicks
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,2020_Summer_Olympics,179714,615081,3129,797924,223359
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Chernobyl_disaster,18160,247891,966,267017,53413
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Deion_Sanders,6654,98910,428,105992,15450
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Darth_Vader,14647,2786910,568,2802125,30046
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Cristiano_Ronaldo,68267,832923,3974,905164,120217
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Michael_Bloomberg,16502,54620,329,71451,19109
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Atal_Bihari_Vajpayee,16182,51369,85,67636,13661
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Notre-Dame_de_Paris,6550,67035,228,73813,9834
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,"Prince_Philip,_Duke_of_Edinburgh",155767,725806,2465,884038,249830
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Charles_Sobhraj,2905,20909,58,23872,2772
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,XXXTentacion,18578,180542,3141,202261,35951
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Lionel_Messi,50216,589552,4389,644157,89920
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,1234,77,1781,12,1870,152
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,List_of_FIFA_World_Cup_finals,1158,68867,50,70075,12416
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Israel,49279,307598,4011,360888,123973
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Bible,11248,97976,1296,110520,29577
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,R._Kelly,14029,91560,508,106097,29200
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Kobe_Bryant_sexual_assault_case,2327,26647,20,28994,1881
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Alexander_Hamilton,46621,392731,1652,441004,100289
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Queen_(band),25148,142250,1759,169157,109289
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-02.tsv.gz,Lance_Reddick,11014,22320,64,33398,5197
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,2018_Asian_Games,9721,47589,215,57525,12790
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Black_Panther_(film),352980,3965760,64258,4382998,1933127
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Hyphen-minus,5503,65496838,7787753,73290094,822
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Mac_Miller,23064,64833,210,88107,15823
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,JSON_Web_Token,797,20367,26,21190,2012
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Cameron_Boyce,9402,43186,117,52705,6498
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,"Princess_Margaret,_Countess_of_Snowdon",86410,729490,2381,818281,201017
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Donald_Trump,208660,1136501,12684,1357845,534902
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Aaron_Hernandez,7419,498605,1259,507283,56761
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Cecil_Hotel_(Los_Angeles),3238,35873,37,39148,8761
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Tom_Brady,20176,192826,1133,214135,39683
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Stephen_Hawking,176824,11717014,260407,12154245,2507377
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,IPv4,13095,62895,234,76224,12967
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,21_Savage,26340,169765,1341,197446,52130
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Elizabeth_II,306878,1198386,2623,1507887,618347
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,List_of_James_Bond_films,11703,194542,210,206455,66232
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Michael_Jordan,49218,616401,4446,670065,127685
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Manti_Te'o,2288,16423,38,18749,122
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Cristiano_Ronaldo,79759,988860,5885,1074504,166713
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Tunnel,2892,15629,113,18634,3728
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Keanu_Reeves,54444,511424,2865,568733,222476
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Kelly_Preston,34541,61299,114,95954,17131
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Darth_Vader,19834,2711414,663,2731911,37142
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Deaths_in_2018,1124138,2240458,9426,3374022,1692558
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Elon_Musk,92950,1279726,8160,1380836,526361
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Sushant_Singh_Rajput,22247,75471,300,98018,43854
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Afghanistan,36083,158617,1733,196433,95829
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,List_of_highest-grossing_Indian_films,106927,651506,906,759339,293151
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Aquaman_(film),85822,113466,962,200250,99956
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Naya_Rivera,14461,55593,71,70125,8015
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Meghan_Markle,48111,798367,4337,850815,135802
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Croatia,29145,149441,1531,180117,49350
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Betty_White,26777,215148,1219,243144,29651
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,2.0_(film),40693,180488,780,221961,66394
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Kamala_Harris,12568,110000,567,123135,25396
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Cricket_World_Cup,9860,104615,779,115254,36867
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Ruth_Bader_Ginsburg,22585,193141,893,216619,53034
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,George_VI,223811,515970,639,740420,253668
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Valentine's_Day,3937,66875,322,71134,867
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Jimmy_Buffett,6309,123743,826,130878,22780
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Olivia_Newton-John,14108,110715,835,125658,30478
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Captain_Marvel_(film),166154,180439,9050,355643,241868
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Bible,12992,112667,3114,128773,34966
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Bird_Box_(film),8797,8432,26,17255,5332
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,R._Kelly,27083,141957,868,169908,46632
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Taliban,14236,112614,373,127223,33539
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Avengers:_Infinity_War,382211,1582569,28363,1993143,1185757
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Exo_(band),27642,2345082,909,2373633,181763
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Notre-Dame_de_Paris,7072,84974,395,92441,12831
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Israel,55135,330587,4082,389804,125062
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Key_frame,874,7120,12,8006,642
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Charles_III,60,433,55,548,330
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Media,72,20679,382,21133,3429
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Microsoft_Office,9408,93096,623,103127,22859
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,The_Lion_King_(2019_film),56068,120538,1273,177879,135026
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Bob_Saget,12733,81258,528,94519,13666
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Kim_Jong-un,43639,402545,3465,449649,129002
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Glass_(2019_film),62365,72137,48,134550,50466
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Donald_Glover,68758,507221,2457,578436,121610
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Simone_Biles,7872,63629,187,71688,10294
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Prince_Harry,107437,325220,1179,433836,104715
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Hamilton_(musical),29583,445863,2045,477491,155404
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Stranger_Things,41214,544602,8897,594713,264406
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Naomi_Osaka,4789,263739,1266,269794,31283
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Jeffrey_Epstein,5426,31739,113,37278,9480
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Nipsey_Hussle,8442,99595,395,108432,30565
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,WrestleMania_34,299654,1521703,25147,1846504,707126
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Avicii,6676,43045,413,50134,14092
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Joe_Biden,24391,261209,2531,288131,47523
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,XXX_(franchise),66410,2938725,1167,3006302,487825
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Luke_Perry,14680,51778,217,66675,7336
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Richard_Jewell,2147,9390,40,11577,1837
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,John_McCain,19431,115089,954,135474,33700
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,List_of_FIFA_World_Cup_finals,1682,115230,98,117010,22042
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Death_of_Elisa_Lam,8188,103229,198,111615,17007
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Irrfan_Khan,33022,316725,5173,354920,109409
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Chadwick_Boseman,201756,820034,2852,1024642,206221
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Tonya_Harding,134305,1490448,4918,1629671,207546
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Venom_(2018_film),50747,173444,1650,225841,83275
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,List_of_awards_and_nominations_received_by_Meryl_Streep,33200,99801,248,133249,25435
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,A_Star_Is_Born_(2018_film),23890,33709,107,57706,19194
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Puneeth_Rajkumar,10252,41527,40,51819,17844
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,The_Shape_of_Water,231524,2709845,121031,3062400,488688
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Kobe_Bryant_sexual_assault_case,8726,157069,156,165951,7440
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Burt_Reynolds,30146,378519,3083,411748,102741
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,Jimmy_Hoffa,18642,75516,353,94511,19661
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,"Prince_Philip,_Duke_of_Edinburgh",147511,581072,2671,731254,219710
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2018-03.tsv.gz,QAnon,29,2935,170,3134,336
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,XNXX,3024,64843,6311,74178,20860
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Taliban,40143,144213,624,184980,83853
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Brie_Larson,149182,549735,5081,703998,286873
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Tina_Turner,18666,453159,10455,482280,101891
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Qasem_Soleimani,2596,8217,23,10836,4630
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Tunnel,3360,11656,101,15117,3786
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Israel,73666,327588,5019,406273,178279
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Crazy_Rich_Asians_(film),62054,283907,6644,352605,328102
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Grover,1213,4973694,38,4974945,1292
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Ukraine,37732,131254,3332,172318,75834
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Black_Panther_(film),127059,338957,8996,475012,289188
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Henry_V_of_England,41417,28712,197,70326,47858
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,21_Savage,44804,3690709,25883,3761396,674102
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Deadpool_2,79257,195415,5376,280048,236756
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,2022_FIFA_World_Cup,48458,80818,2428,131704,70490
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Avengers:_Endgame,336028,485294,12876,834198,499132
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Main_Page,25375,453425862,3743396,457194633,31214640
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Ghislaine_Maxwell,4863,5970,84,10917,2668
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Deaths_in_2019,1309278,1777769,6953,3094000,1891838
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,The_Irishman,93,645,216,954,1293
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Cristiano_Ronaldo,224668,1025806,4937,1255411,191140
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,HTTP_cookie,13207,284642,117,297966,49838
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,XXXTentacion,102714,462256,9829,574799,157825
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Spanish_flu,21995,93645,908,116548,25971
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,List_of_Marvel_Cinematic_Universe_films,86433,712843,1842,801118,243546
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,William_Murdoch,555,1750,20,2325,272
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Richard_Ramirez,11709,226768,2938,241415,50903
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,List_of_James_Bond_films,19752,300302,578,320632,133587
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Priyanka_Chopra,136769,526884,2436,666089,292060
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Amber_Heard,152204,206945,809,359958,190281
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Media,71,20188,277,20536,2361
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Lisa_Marie_Presley,172491,137274,443,310208,145407
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Atal_Bihari_Vajpayee,24945,84342,134,109421,23210
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Valentine's_Day,36133,1751849,16453,1804435,59483
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Vladimir_Putin,59424,220732,3417,283573,142203
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,DMX_(rapper),15589,91557,711,107857,40744
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Croatia,31857,110223,1890,143970,52258
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Freddie_Mercury,786147,5614497,28897,6429541,2331809
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Donald_Glover,96462,572277,5458,674197,226303
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,The_Shape_of_Water,51740,120741,1903,174384,80975
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Avicii,19792,328727,2850,351369,79962
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,IPv4,13704,49669,139,63512,10604
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Jenna_Ortega,11235,21596,744,33575,6088
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Simple_Mail_Transfer_Protocol,4963,37401,220,42584,4963
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,2020_Summer_Olympics,47239,114995,1823,164057,115498
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Line_shaft,496,1043,40,1579,98
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,The_Umbrella_Academy_(TV_series),587995,2778603,38899,3405497,2151704
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,QAnon,4703,113903,797,119403,26180
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Kobe_Bryant,45078,276966,2195,324239,86191
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Sushant_Singh_Rajput,31570,87847,319,119736,74635
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Naomi_Osaka,12845,110617,811,124273,23532
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Venom_(2018_film),49421,268416,5424,323261,170871
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Indian_Premier_League,17157,71387,206,88750,56318
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Saaho,32217,48226,1093,81536,59020
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,The_Irishman_(2019_film),76343,185519,2520,264382,225340
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Dennis_Nilsen,8557,39610,256,48423,9462
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,United_States_Electoral_College,22088,101523,180,123791,14624
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Johnny_Depp,96580,281722,2145,380447,236552
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Anne_Heche,30241,38256,205,68702,19934
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Tonya_Harding,33694,172324,779,206797,44483
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,Matthew_Perry,70724,188099,877,259700,116764
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2019-02.tsv.gz,2018_FIFA_World_Cup,59708,734907,1725,796340,113194
